,(m) TempProfile_K_2.5,(m) TempProfile_K_13.5,(m) TempProfile_K_17.5,(m) TempProfile_K_21.5,(m) TempProfile_K_25.5,(m) TempProfile_K_31.5
2002-06-10 03:30:00,12.729756977427144,12.024956907657838,11.732662278132977,11.586963576914172,11.475226314771135,11.327759482517706
2002-06-10 03:40:00,12.658559069085015,11.96069525513849,11.672229884393289,11.528441859289785,11.417934938347571,11.271900281462479
2002-06-10 03:50:00,12.587303760477482,11.896349666546428,11.611667255118789,11.469757834735674,11.360463173691812,11.215841981448477
2002-06-10 04:00:00,12.517015845375454,11.832894070037412,11.551768208776934,11.411576614664853,11.30339415538657,11.16007541946118
2002-06-10 04:10:00,12.448653155082468,11.771743385874458,11.494000530582127,11.35534678536851,11.24814283866499,11.105956246695655
2002-06-10 04:20:00,12.371213135313894,11.704916794789085,11.431613070114054,11.294569969524048,11.188266456835038,11.04696846465697
2002-06-10 04:30:00,12.295393921530376,11.639469970414382,11.370590631795153,11.23513451788375,11.129783906350895,10.98952856929452
2002-06-10 04:40:00,12.220220497796333,11.57433067632985,11.309672197925465,11.17568866903332,11.071197398341155,10.931839893631036
2002-06-10 04:50:00,12.143524515579145,11.508250068117036,11.247878611665328,11.115391239853636,11.011789115991576,10.873378134140466
2002-06-10 05:00:00,12.073339997205835,11.449477341235081,11.192568186068797,11.060884332756984,10.957776806357003,10.819938427380293
2002-06-10 05:10:00,12.02471586816148,11.40679004956155,11.15274655796486,11.022057641339472,10.919588188462228,10.782498808830269
2002-06-10 05:20:00,11.992170025709527,11.373612774466835,11.119192755197446,10.987961534423732,10.885062149144176,10.74737509405918
2002-06-10 05:30:00,12.24628987181734,11.512571916306001,11.190441462692377,11.028584488780496,10.906109609822636,10.745902796794041
2002-06-10 05:40:00,12.439156046240043,11.665786963550204,11.323631710883603,11.135830976783666,10.989077831900488,10.791817832734466
2002-06-10 05:50:00,12.40229132850294,11.60176777999709,11.26232445522146,11.079164712640875,10.935901211725309,10.741456777949054
2002-06-10 06:00:00,12.439946464137961,11.612227558748202,11.256576410348032,11.061756019441475,10.910026481046543,10.704741822569645
2002-06-10 06:10:00,12.415915984496792,11.57029986556961,11.208269539641435,11.009609307419169,10.854702114084148,10.644526556210167
2002-06-10 06:20:00,12.378249136307602,11.518178508099197,11.150021048179156,10.947795345816303,10.790367442513514,10.576986810635049
2002-06-10 06:30:00,12.333422000309781,11.461522149326981,11.088721713201494,10.883909092246597,10.7245672461097,10.50862740573308
2002-06-10 06:40:00,12.281924652473379,11.400337553839336,11.023969651268601,10.817257738095407,10.65653705474,10.438785012015842
2002-06-10 06:50:00,12.226208328441317,11.336507573921608,10.957322990296234,10.749178610272224,10.587416993784075,10.36829894400978
2002-06-10 07:00:00,12.174087397482026,11.278967368420581,10.897916305110186,10.688884380917443,10.526638521215887,10.307147220050922
2002-06-10 07:10:00,12.165421721630764,11.259709957057169,10.875811454071709,10.665648062692298,10.502889908745601,10.283138496408014
2002-06-10 07:20:00,12.191035225279677,11.264530751319398,10.871544570801802,10.656501106749204,10.49034923176248,10.266325520867667
2002-06-10 07:30:00,12.233821304199637,11.281208201764855,10.875451993806053,10.65317997873484,10.481915897142812,10.251377674774915
2002-06-10 07:40:00,12.288277868095463,11.305777883562598,10.884616204952977,10.653419202448447,10.475818798782257,10.23717908764263
2002-06-10 07:50:00,12.350717364611228,11.335467192982094,10.896946505750122,10.655586989393441,10.470769979422982,10.222907841685128
2002-06-10 08:00:00,12.417956061232985,11.367139634050659,10.909782551061085,10.65739169299161,10.464725773601685,10.206814454053472
2002-06-10 08:10:00,12.560995537126757,11.459189376634868,10.967224718175146,10.693400679946478,10.485680802200761,10.208751867644366
2002-06-10 08:20:00,12.695534379665162,11.555897333567827,11.039462001340269,10.747333753734381,10.52544192272137,10.228565236235852
2002-06-10 08:30:00,12.796974001997683,11.631423527606444,11.096220800584092,10.789530044929222,10.556627553224871,10.244316107256623
2002-06-10 08:40:00,12.894471013038128,11.705693473950248,11.152525549054644,10.83192692425223,10.588587065636204,10.261865104205981
2002-06-10 08:50:00,12.988660803946289,11.778147417152923,11.20812449525988,10.87465682388438,10.62168244721363,10.281677715501985
2002-06-10 09:00:00,13.091326500279706,11.862264342883236,11.278208432736392,10.934115211336916,10.673475560002828,10.323387258747402
2002-06-10 09:10:00,13.197965728260783,11.963988626410412,11.381190072573531,11.037501100995598,10.777293941755431,10.42785623532069
2002-06-10 09:20:00,13.360837158746904,12.104261739773335,11.510083834659383,11.160061756964126,10.895790238941231,10.541779548307261
2002-06-10 09:30:00,13.537700418967404,12.255706425492292,11.650098412055684,11.293266648294718,11.02402178219404,10.663488781756598
2002-06-10 09:40:00,13.709455617675644,12.404182217314997,11.787839714295501,11.424589542712283,11.150797185931253,10.784459336369594
2002-06-10 09:50:00,13.886084437256159,12.557013432187205,11.929255646011143,11.559065035713957,11.280340419553227,10.907717253008741
2002-06-10 10:00:00,14.057027531491315,12.702084037379393,12.062351421492167,11.684904263674014,11.400840980367036,11.021092373746399
2002-06-10 10:10:00,14.158088087106648,12.788162932033117,12.140619237667522,11.758350947585313,11.47050851552035,11.085472394402473
